tenure_months,monthly_charges,total_charges,age,credit_score,support_tickets,login_frequency,avg_session_duration,payment_delay_days,contract_length_months,num_dependents,international_plan,voice_mail_plan,data_usage_gb,roaming_charges,device_protection,paperless_billing,num_referrals,churn_target
41.0,19.99,759.94,18,563,1,16.301861872913584,7.770899579679057,2,-3.4025507391582583,4,1,1,0.12523153464394382,7.808597640988973,0,1,10,0
43.0,108.42,4503.39,55,616,1,-3.1467534491019915,0.6208471400534208,1,3.977453020413567,0,0,0,-0.5788974945307866,-0.7236980274660393,1,0,1,0
1.0,47.87,48.32,47,758,1,-0.18334012930408744,1.9450732911000312,3,1.2447837320193549,3,1,0,-0.41290202884011057,-3.373168793717691,0,0,3,1
63.0,92.82,6369.58,43,647,6,-7.8753281262017065,-4.5196004641518766,5,-1.4766771546729558,5,1,0,-0.18987434796855732,-6.583828239153048,1,0,3,1
56.0,43.1,2173.7,18,549,3,5.226004907730855,10.705111973364264,2,0.06468715383774071,2,0,1,-1.2157844986207407,-0.9417237978690551,0,0,9,0
1.0,116.33,108.24,31,774,1,-0.7497840915792859,6.76770344245234,4,1.566381277667047,4,1,1,-0.017515516324480836,-0.6485053541508254,1,0,1,0
10.0,115.52,1097.95,37,661,1,3.504545855676173,2.790008340621184,6,-1.513175948950141,2,0,1,-1.5019686001200943,5.625404836206709,0,1,2,0
40.0,123.6,4588.47,40,715,1,-6.258564226701142,0.7136123507782532,4,4.391281368830002,2,1,0,1.2347832320992451,-4.660007248565971,1,1,2,1
61.0,19.99,1119.28,20,556,6,3.199232199866725,1.5590765589120945,2,3.3462480024378998,0,1,1,-0.6222243116646141,-0.6990442255995467,0,0,5,0
49.0,41.84,2207.06,18,674,2,2.015728070071222,7.502217411950485,0,-0.4720168294246382,2,0,0,-1.692908675124277,-5.500642643029334,0,0,5,0
56.0,85.06,4694.38,47,636,2,-4.489552599215456,-5.754486450219846,2,-0.5524925084074455,0,0,0,0.6785467368965267,-2.473435433868586,1,1,8,1
58.0,95.3,5284.87,39,527,1,-1.5082940360449621,8.836490487154153,2,5.86951923950747,2,0,0,-0.8452720067461029,-1.1797918954054056,1,0,7,0
42.0,45.44,1880.23,57,610,1,3.318243316413035,-1.2479158767022374,7,-0.8058157637190378,1,1,0,0.6572143564071202,2.503522984854324,0,1,4,0
56.0,92.32,4721.93,21,582,3,-3.5213489596416,7.738843782675284,10,2.6968032333663765,2,0,0,-1.1665541280767935,-5.878468598765745,1,0,2,0
43.0,69.0,2675.65,18,621,1,4.034199301848563,9.397970385872267,6,2.3402808039659737,3,0,1,-0.9340865610994953,-0.2859990811716017,0,0,4,1
19.0,49.29,949.51,22,712,2,5.198453081650424,4.904053906319753,3,2.7842210871168422,4,0,1,0.840986944236303,-1.1763362248273708,0,0,0,1
36.0,19.99,697.23,41,658,0,2.7889896527707077,-1.0727402281661416,4,2.182374519176511,0,1,1,1.4948067928895599,-2.760241505532185,0,0,3,0
62.0,92.91,6093.8,31,609,1,-12.872687089813613,-5.4498741712369965,8,-2.834733366884766,5,0,0,0.5727996292282127,-9.700376789577856,1,0,10,1
9.0,123.69,1188.15,37,774,1,0.3496388431988092,-0.558856071793074,2,-2.058549326163587,2,0,0,1.2778609980251334,3.4449219389609644,1,1,0,1
62.0,97.35,6230.44,38,769,7,-7.0903028305339815,-2.7185395428356,4,4.770706178311793,0,1,0,-1.800520282064303,-7.024075136724495,1,1,1,0
25.0,76.86,1994.29,60,624,0,0.741076179581194,-1.22012499820463,5,0.499911008148284,1,0,0,-0.04227866469307779,4.203252300766904,0,1,2,0
17.0,91.65,1684.0,65,644,2,3.1745554176135675,-4.216886932517027,9,1.6559289380675133,1,0,1,-0.622166664049305,5.1189663495871205,0,1,4,0
46.0,96.03,4665.19,37,538,0,1.9399984611451957,0.4966068098037172,2,-1.3006426021685802,2,1,1,1.684279395635993,2.9227448206424156,0,0,1,0
71.0,21.49,1486.14,25,391,1,8.061033076121614,8.364417441056684,1,1.4109661383586283,3,0,1,0.42957445021290036,2.5685807839192596,0,0,4,0
59.0,116.61,6640.43,31,558,2,-2.269187001444148,3.8261376349883984,0,2.690484618065455,0,1,1,0.8961706650043787,-0.007877145742902252,1,0,2,0
15.0,65.26,917.85,52,661,0,4.657490124746188,-3.0376882944863057,2,-1.485058867096467,2,0,1,-1.5474270666367482,1.9118400494489198,1,1,1,0
63.0,95.88,6293.78,18,568,2,-3.640322301229628,3.4312367629599003,6,0.17584234789670017,2,1,1,-0.4114466900735432,-2.618603334262025,1,0,5,1
69.0,19.99,1244.23,18,521,2,3.3131043026227474,5.162049078261019,5,2.595618083836279,0,1,1,0.5646205948301458,-1.407453322350181,0,0,1,0
22.0,101.32,2097.05,37,532,2,1.8919884485083633,8.41559062689811,4,1.5284178103630905,2,1,1,-1.487354984464769,1.3574189857397638,1,0,3,0
2.0,91.68,196.01,68,746,2,2.8421230500834405,-6.931513639052307,7,0.9182178377980645,1,1,1,-1.5011529793414702,3.3178621163414586,0,1,4,0
34.0,147.35,4720.35,48,651,0,-7.973550583621961,-1.9016639074476676,2,2.653635393324467,3,1,1,0.2863258561450218,-2.0996658327555275,1,0,5,0
12.0,112.19,1267.89,27,847,1,-1.22666322629522,1.738080266560358,4,-0.18912808129340142,0,1,1,0.11300442787726377,0.2564609934679334,0,1,3,1
34.0,89.77,3099.91,43,557,4,3.3086426210947444,1.29623858420471,2,-0.3175272683659639,2,1,0,-0.9456776194927633,4.858591369018272,1,1,0,0
42.0,81.1,3535.2,62,619,1,1.1920121542725532,-4.157364670380976,1,-0.22839355031820674,1,0,0,-0.1165343738632647,4.642336389482264,0,1,0,0
66.0,29.63,1774.86,26,350,2,9.153842804127766,14.724342637698738,5,-2.9840289975497525,1,1,0,-2.5290284600712103,7.248638520488183,0,0,10,0
42.0,69.25,2903.18,43,526,2,3.9945909481823842,3.3540403289245226,7,-0.23059993300422887,3,1,0,-0.980278010902572,3.1392952743672855,1,1,1,0
1.0,116.68,105.62,36,706,1,2.534023487087949,5.569349402760969,12,-2.1489012608088793,1,1,1,-0.3430915395557068,3.5710792155265794,0,0,0,0
1.0,113.62,103.41,18,697,4,-2.376170655774673,7.235962501734166,1,-1.1612862212538593,2,0,1,0.0775242781059759,-4.270561401912607,1,0,2,0
45.0,63.22,2826.51,30,571,1,8.027403837661504,3.763276697191936,10,-1.5674259939788802,1,0,1,0.7467751882935244,5.374130808720072,0,1,7,0
1.0,114.49,125.76,80,835,0,-1.2678578566988217,-13.136997731958886,4,0.23025907554970848,0,0,0,-0.8087496629126667,3.3383232155820095,1,1,8,0
1.0,130.9,118.4,36,752,2,1.2099894636298667,5.328196222317679,4,1.3311095136842683,5,0,1,1.3322718608868438,1.053735191765082,1,1,3,1
53.0,101.51,5857.15,38,536,3,2.3252666814607825,2.121350041577657,1,1.5265083525547203,0,0,1,0.5085546865458167,3.0627302411357604,1,1,2,0
21.0,61.37,1186.51,24,850,5,0.3946215765812541,-2.5636696796773735,2,1.095477679615612,1,0,1,-0.9842460972189785,-2.974931557371965,1,1,3,1
1.0,98.43,97.51,52,771,2,2.0931203131244556,-3.2264272098009594,0,-3.098444177098004,1,0,1,-0.5175901643463577,3.800277074232691,1,1,4,0
1.0,114.88,113.71,40,803,3,0.43612789555444553,4.44661689058082,2,2.3632704063357632,3,0,1,-1.0266086392044635,-1.3547512751639463,1,0,3,1
25.0,52.9,1454.01,20,628,3,-2.184761433220056,6.964456248850597,5,-3.9046322764958163,0,1,0,0.20798422288662133,-1.497166322477024,0,0,3,1
30.0,113.53,3497.58,65,596,2,0.6526724697853553,-3.277882563652745,3,1.9218553793234858,0,0,0,-0.8060236929372067,6.697149852207043,0,1,4,0
72.0,19.99,1311.61,26,470,1,4.516686703913919,4.623015365410107,0,2.98687183968413,1,1,1,0.6978208201160033,0.9464246561893536,0,0,1,0
36.0,88.49,2941.4,18,799,1,-6.049948252436464,1.2304175211390957,1,-0.8646472066153763,2,0,1,-1.1548856642112326,-3.8339084147208418,0,0,6,1
2.0,135.11,264.18,41,822,2,-0.6556123836088643,0.2403975464061878,1,-1.6538040373180345,1,1,0,-0.4901248770390576,1.5304316414042993,1,1,4,1
27.0,102.63,2925.77,53,649,5,-3.812923477083471,-2.910782890713493,5,-2.979858779152284,2,0,0,-0.4370989471321904,-1.0446564628482642,1,0,3,1
17.0,74.29,1315.71,37,696,2,-0.3181219161510765,4.500327762289418,7,0.5726488829923364,0,0,1,1.5428850533975873,-2.1763536127210603,0,0,3,0
5.0,133.78,648.81,46,686,0,-1.9824179395865402,2.9224901842948263,1,1.8045549460681487,1,0,1,-2.004287250409524,1.6903301047212522,1,0,0,0
50.0,103.17,5529.39,28,613,0,-4.941495534803472,1.599842416802501,5,-1.2357803178886222,2,0,0,0.8918914381048508,-0.6073398848356212,1,0,4,1
8.0,84.68,711.75,28,749,2,6.593603980267604,-0.49425640026156736,17,-3.6638417746520697,3,0,1,-0.8279865980018275,4.563824598917543,0,1,2,0
59.0,52.49,3148.66,32,460,1,2.3404320774258194,3.82928089947598,4,-1.5201051410757809,2,0,0,0.23632186549643397,2.689402968159749,1,0,0,1
29.0,73.22,2080.26,31,618,0,3.7867384808167217,0.5212085893439736,2,2.785084871172993,2,1,1,0.5784317841887976,3.3597091986326326,0,1,6,0
63.0,149.99,9345.57,31,843,3,-16.920971484431014,1.4332274280960495,4,8.810640192704733,1,1,0,-0.6137727949425216,-12.666582610565072,1,0,3,0
21.0,134.5,2832.13,59,590,1,-0.6233493335228294,-0.19206291545257737,3,1.6237589792118834,1,1,1,0.8569541939321844,5.059984390137049,1,1,0,0
36.0,48.77,1849.54,37,517,2,3.939942992515251,5.561619280259782,1,-0.26103343478898144,4,1,0,-1.172982645642228,1.858373898742182,1,0,0,0
50.0,64.72,3523.2,35,517,0,3.733863313291116,2.832783585412555,7,0.2581148046726566,1,1,1,0.09626281456367937,6.199655629392038,0,0,1,0
39.0,120.25,4877.13,51,627,0,-5.4170878714512884,2.6229283881582397,6,4.246007586273788,0,1,0,-0.8511491676602827,-2.7119613855837374,1,0,0,0
50.0,66.98,3284.33,50,421,0,6.450185237936243,4.168949363294723,5,-0.5804229773174255,1,0,1,0.9555938901704002,6.071792582411545,0,0,6,0
1.0,89.85,84.55,18,684,3,3.503026978318292,8.113127848232619,7,-2.098456129208734,1,1,1,-0.29445330379328755,0.6277856134111309,0,0,2,0
10.0,105.3,1148.97,18,776,0,-1.8487552780448435,9.148959017355194,2,1.7009369969637604,3,1,1,0.39113522768745645,-4.118532007592901,1,0,2,0
49.0,52.44,2471.59,33,537,1,4.662894857982939,2.4378827731965442,1,0.47276021108006006,3,0,0,-0.11280084076505072,1.688835311893444,1,1,0,0
60.0,50.12,3078.19,48,517,0,2.100313107153624,4.077863999245031,8,2.1503859721389844,1,0,1,-1.9032168783001049,-0.08670439958234444,1,0,7,0
25.0,110.19,3023.15,31,680,1,-5.246016634911495,-3.224240423854095,1,-4.940990056582392,2,1,1,0.849708106046468,-1.0687280265816688,1,0,7,1
32.0,114.42,3864.57,42,661,1,-1.539579800913298,2.4670577213965093,6,2.9995329181913046,2,0,0,-2.3183867863147496,-1.0975123020161555,1,1,0,0
9.0,77.07,749.64,21,750,3,6.654864406963039,3.223365818211197,3,-2.3249431116692985,4,1,1,1.8496152391288954,2.800843230383737,1,1,4,0
23.0,91.7,2185.49,18,792,1,-5.166862899628057,8.288828576586042,6,2.6738769547797476,3,0,0,0.31795076119577464,-8.159850132002658,1,0,2,0
72.0,19.99,1332.6,23,496,2,-0.22129991278352568,1.5816234367096373,8,2.82017486019705,3,1,1,1.0443167964005646,-2.236695750568102,0,0,1,0
1.0,88.4,89.57,74,702,1,5.699739521062122,-4.533062855158921,3,-0.8138776936900193,1,1,1,-0.9208429521524275,6.274155091967004,0,1,1,0
58.0,84.21,4594.26,18,720,1,-1.1274005989045,3.0849831683283537,2,2.8275222794382264,3,0,1,0.24989661417723963,-2.7630863829422534,1,1,1,1
23.0,142.5,3442.77,37,639,1,-3.3472459669077126,2.095884866358691,3,0.8337061638351161,1,0,1,0.114893197367735,0.17456731916411844,1,0,2,0
38.0,129.67,4837.29,45,536,0,1.1118070417337587,2.3036355866872142,3,1.4859366306876924,0,1,1,1.1012451800493095,4.867449851430237,1,1,1,0
51.0,144.72,7651.91,51,602,1,-4.84786831450455,-1.6060173191479226,1,0.18759647354956777,1,0,0,2.2731185049115914,-0.012677761569862105,1,1,0,1
1.0,139.85,139.93,28,819,0,-4.389026475094893,5.636249128623076,4,2.3362596387444863,5,1,0,0.5325374601935691,-3.7773846215620366,1,0,2,0
64.0,37.0,2566.09,19,431,1,6.016398872156916,9.81364110773598,9,-0.159741447674434,2,1,1,-0.36524983962671925,3.2383686978972586,0,0,6,0
44.0,75.02,3212.04,31,674,1,-1.223766831784753,-1.1902388755257898,4,2.1039274002853365,4,0,0,-0.9317306380931853,-1.5890518546403025,1,1,4,1
72.0,33.05,2479.46,44,502,1,2.0951249312143077,-0.3744111333346108,8,2.033059016558789,3,0,0,0.8506017488515754,1.2476163637940494,0,1,3,0
65.0,90.22,6433.69,23,557,2,-7.627205816838425,-0.7863508043260516,6,-2.985157660716935,0,1,0,0.5247451451465336,-2.2673964270059153,1,0,10,1
22.0,65.58,1385.28,20,536,1,10.119635535839198,8.61817466579958,4,-4.718874980940902,1,0,1,0.09052407961057403,7.169467715831776,0,0,8,0
51.0,19.99,1098.19,38,556,2,4.775189207702597,2.75131310313738,4,0.7164347916827982,1,0,1,-0.8938757017390855,0.9870524515437148,0,0,3,0
58.0,73.42,4258.52,48,599,1,-0.17310823275021817,0.812640875711501,5,3.7388831921044017,1,1,0,2.1735089632956477,-2.148644363038524,1,1,3,0
28.0,103.12,2728.59,42,565,1,3.5145076448125927,2.139671095927605,2,-0.18264934896304685,1,0,1,0.37518181267938394,4.234915566663515,0,1,1,0
72.0,94.99,6344.21,51,431,1,1.3684122594712524,1.0478663971283626,0,2.1084968486081848,1,0,0,0.08296053489292851,3.273973626884657,1,1,4,0
24.0,64.6,1670.06,61,744,1,-1.7719707731138514,-7.260376941096858,1,0.7178493650588131,1,0,0,-0.8120258979590063,-0.31888662044899807,0,1,6,0
13.0,113.78,1446.71,25,731,2,-3.166864338279287,3.338136993519616,2,0.03171715525536445,0,1,1,-1.552201354948789,-3.4483228753150112,1,0,2,0
1.0,132.16,143.21,30,754,2,-2.1422430112009296,6.056624585675668,3,0.745661316317044,3,1,1,0.5731602229885242,-0.8057505537807489,1,0,1,0
1.0,85.35,84.14,53,726,1,3.6096988073988445,-2.769668783355701,3,0.1742585123410627,3,1,1,-0.781864435729939,3.3111959002397375,0,1,5,0
44.0,79.18,3329.86,52,639,2,1.2541391968815205,-4.756329789113061,2,0.6311578842850609,1,0,1,-0.049282170609963774,2.275746303982177,1,1,1,0
72.0,117.07,8893.83,35,645,1,-7.637789853128786,-2.0328841974675296,8,2.96891696014847,1,1,0,0.3895567687406677,-5.218467862382381,1,1,1,1
59.0,43.18,2325.2,18,592,1,0.6257582624165505,5.9384973639983,1,0.25330192734680157,1,0,0,-0.7751612906172307,-1.9982111127794169,0,0,1,1
48.0,75.31,3328.03,20,720,2,-1.1251030300926457,4.799103356739063,10,1.9332584439135867,3,0,0,1.4807764473607516,-5.418485337583561,1,0,3,0
2.0,97.34,202.57,35,687,4,1.619137140205674,5.024124382248282,10,-0.5807462930095318,3,0,1,-0.8608133858049897,0.35314576967433275,1,0,1,0
35.0,45.63,1695.92,37,749,1,-0.7380397997489223,-2.273498452578731,4,2.5830581775109973,2,1,1,1.0244095520683438,-3.4557012190970795,1,0,2,1
68.0,71.31,4428.71,49,602,2,-5.39737770422495,4.221507617465272,3,5.56376940569729,0,0,0,-1.6669197469851909,-6.08591523490398,1,0,5,0
49.0,38.76,1960.51,30,562,2,4.635627035941224,2.2684464236493636,8,2.1736172333762727,1,0,1,0.757341491211499,1.3110529069938277,0,0,1,0
28.0,78.79,2199.57,50,769,2,-3.2445314193301655,-0.3554281508263243,1,1.7456270480062053,2,0,0,0.6147873268731163,-3.5692654847413747,1,0,2,1
32.0,149.99,4655.87,53,552,3,-4.039678019963756,1.7213519538229227,4,3.045647286076288,1,1,1,0.6325343549424125,3.32409210014328,1,0,1,0
33.0,66.61,2149.88,42,800,0,-5.435218589185338,1.4440499733906937,0,2.0151488034443092,1,0,0,1.428262534806514,-5.897421796385356,0,0,1,1
40.0,21.6,941.63,34,585,2,7.073414810192988,1.844830608255454,2,3.215280721208974,2,0,1,-1.47509807694161,0.9997134956642353,0,0,2,0
7.0,37.46,256.11,58,836,1,0.18060836159671975,-7.79676678801732,14,2.3949826665346663,1,1,1,-0.08162105474192602,-3.2645513445349232,0,0,7,0
67.0,84.66,5160.53,29,631,1,-1.173713010064226,2.470737783912765,11,2.2204835275507935,1,0,0,-1.347234181733391,-1.5409597709796825,1,1,4,0
34.0,75.89,2714.33,45,593,4,3.240471136833018,0.441003207110448,7,0.5474989507827623,1,0,1,0.477353060519314,4.410394194307361,0,1,1,0
11.0,53.73,643.46,42,657,1,4.247494560529036,-0.013347280822041013,7,0.785291596733149,3,1,1,0.6778211576268869,0.961087014839238,0,0,4,0
22.0,75.65,1562.74,42,617,3,3.2760681440960933,0.48486398109783296,1,-0.6385464464570408,3,0,0,-0.6563045773184998,3.0141266977512666,1,1,2,0
6.0,81.6,484.8,77,706,0,1.6730660125619115,-5.889458321624691,8,2.622390413965321,1,0,0,-0.41191369465379374,2.826406203361714,0,1,5,0
47.0,136.24,6921.44,50,629,2,-2.241677411866439,-1.6506796819511627,2,2.5273449208714815,0,1,0,-0.5404739546294228,3.015466414693971,1,1,0,0
45.0,35.51,1465.34,25,474,1,9.195163672439818,8.398477209573175,0,1.4627037163050471,2,1,1,-1.3791755740993346,4.55542115921641,0,0,5,0
45.0,103.27,4490.21,51,566,2,-1.9864316083177826,5.152777228061749,8,4.641575138824178,2,1,0,2.192772324310873,-0.35840170087876383,1,0,5,0
34.0,98.5,3259.67,43,447,4,6.538419596523126,4.646905048652329,11,-0.6452482678420947,2,1,1,-0.9265618754709669,7.217161343358193,1,1,4,0
36.0,66.94,2578.91,26,659,1,1.7330484213530843,6.2629417145345805,9,0.8757090359328156,1,1,0,-0.5237769363848898,-0.36062789483329327,0,0,4,1
44.0,93.64,3788.08,26,672,1,-1.5905382673424167,5.620308605064534,3,2.2680159397757187,2,1,0,0.28106029707118024,-3.1569928895912946,1,0,3,0
14.0,68.47,1000.39,54,708,0,2.7750193172177657,-4.878374266266146,8,0.8930561469034882,2,1,1,-0.10525367031840668,1.443592440773612,0,1,5,0
8.0,98.58,791.53,59,627,2,3.8226689798356026,-0.43587004877620644,4,1.3432270416632934,1,1,1,0.4636473117415385,6.636475019695857,0,1,3,0
23.0,78.6,1928.5,25,778,1,0.958338435805796,0.9692912350939786,6,-0.6034263644362591,1,0,1,-0.8001622910446848,-2.050780749232119,1,1,1,0
12.0,85.12,1072.65,45,701,1,1.3823296807779375,-3.3838596849972276,6,2.0767435527250178,4,1,1,0.26991918562621786,0.22339116065645298,1,1,9,0
48.0,72.49,3173.29,46,561,0,2.8905195938859296,0.6816168632368361,5,0.1582229747809808,2,0,1,-0.792961659607666,5.791089722697584,0,1,3,0
40.0,103.09,3755.07,24,720,5,-4.205970728805708,5.309865736799531,1,3.436522115395754,3,0,0,0.2422636206269709,-5.874400434438716,1,0,1,0
31.0,128.04,4178.5,19,669,1,-4.156610549828197,4.341100040659949,0,0.6707049388395909,1,1,1,0.47957970878795514,-3.4194003616143758,1,0,2,0
39.0,112.4,4414.04,53,451,2,2.7752777365476837,0.14239325405299455,5,-1.1397008466795562,3,1,1,1.4972938606452144,6.749420212890555,0,0,1,0
26.0,85.38,2425.38,39,552,1,4.5005314254039295,2.8671631350905873,7,0.6029639020651069,2,1,1,0.8929561588728437,5.919186310625212,0,1,2,0
60.0,81.47,5271.31,37,550,1,0.4797783261574964,4.534540152553391,8,2.6311624065330386,1,0,0,-1.3278052129144733,-0.6145688487818015,1,0,4,0
62.0,120.92,7287.5,64,517,2,-8.90903436001779,0.189102032416318,4,5.924428254082241,4,0,1,-0.2630050557640776,-4.01598195213938,1,0,2,0
51.0,96.84,4704.97,22,674,0,-4.122445163347874,6.346772705326816,8,4.114493915489703,2,1,0,1.1461712407458462,-6.096682517946342,1,0,2,0
13.0,88.36,1069.7,36,767,2,0.045183184240182236,2.6980565211008494,4,1.3100992379823528,3,0,0,-0.7287722836856775,-1.9132489233436702,1,0,2,0
32.0,103.79,3642.84,43,528,0,4.783785665703034,1.1733834926028612,0,-1.7062602867956618,1,1,1,0.41350805021403414,6.23144743649249,0,1,2,0
37.0,106.91,4349.45,46,542,1,0.40066530400247213,0.9641981474224279,10,0.4671102120541024,3,0,1,-1.20117481660977,3.279932838536951,0,0,1,0
1.0,44.27,45.4,58,822,0,2.7949495627473446,-4.41476754952824,5,-0.47323468087587706,4,0,1,-1.5182037753182558,-3.6710500257284537,1,0,5,0
19.0,89.34,1794.65,30,580,1,4.275523402984108,6.321880056122558,2,-0.9478979932891315,1,0,1,0.4056056075689535,3.3161237859459796,0,0,4,0
15.0,149.99,2395.34,34,664,0,-3.144205873384561,-1.883948057137421,0,-3.0133808287509423,3,0,0,-1.0225245781750887,3.939490473989821,1,1,6,1
43.0,69.76,2995.82,18,714,4,-1.131666953791848,6.862390012975082,9,1.896188361106661,3,0,0,-0.7632591038477515,-5.573521016645884,1,0,5,0
27.0,95.46,2630.6,51,602,2,2.1161935912066947,-0.938831827896534,4,1.878898407464344,0,0,1,-0.9047398253805281,5.738621961726252,0,1,4,0
1.0,142.02,134.06,25,822,4,-3.9870148073736362,2.8520311235301463,3,-3.879319451184758,1,1,1,-0.7416741402711623,0.4714770997593716,0,0,0,1
18.0,80.67,1480.55,30,703,3,3.555599303190726,2.830631564218458,2,-0.8529246920232841,3,0,1,-0.03336733965825367,1.072394924396428,1,1,3,0
48.0,19.99,879.83,51,653,0,-1.0924756676528184,-2.4528408259233627,1,1.4812997292953405,2,1,0,2.1717614668672183,-2.462960098159304,0,0,3,0
1.0,127.95,140.18,68,722,0,2.269476431955968,-2.856047888039609,1,-3.217409166247101,3,1,0,0.657228579462276,6.085534434647073,1,1,0,0
12.0,63.74,841.14,61,592,0,6.411371162387681,0.754271586645648,11,0.9415215104688093,2,0,1,-1.024199742011744,5.643916258658185,0,1,0,1
66.0,34.73,2098.19,41,497,1,7.317006958497822,4.239096910697286,5,0.8820724963295291,1,1,1,-0.8600165269823576,2.8556110096344387,1,1,9,0
31.0,98.23,2850.14,35,646,3,-0.4848626820609821,1.2626726391739067,2,0.2552627268693266,0,0,1,-0.2474054670900885,-1.268315777030446,1,0,1,0
18.0,97.96,1727.46,65,701,2,0.7635564033389123,-7.964958915179544,5,1.157619295586042,1,1,1,-1.3210534766402338,3.3233326121195805,0,1,7,0
64.0,28.51,1941.55,41,600,5,1.7718064475682302,-1.666522265447764,9,0.08171541691659823,1,0,0,-1.6518324728062674,-1.1688411452504588,1,1,1,0
47.0,19.99,874.88,54,591,2,3.2047346688940044,2.010637349938844,4,1.1376468097808181,2,1,0,0.800652358814658,-2.1238198092388876,0,0,3,1
36.0,117.6,4251.96,41,720,3,-4.704536483674213,-1.2670718051822156,8,-0.09819687743687544,0,0,0,0.8246189558201007,-3.257101380513487,1,1,0,1
10.0,100.99,969.76,28,657,1,4.64976016477498,2.62021739502018,1,-1.72335544238446,1,0,1,-0.8712397289270899,4.597298772994694,0,0,2,0
72.0,64.5,4940.79,28,804,1,-5.984479832873971,-4.2747776963814985,2,4.068940127578187,1,0,0,-0.6018097368869337,-6.853250161044088,1,1,1,1
30.0,98.8,2739.25,29,742,2,1.834080347394344,0.04612988935713379,3,-1.8590660151083118,0,0,0,2.171872811264504,4.932805358015345,0,1,2,1
67.0,68.78,4461.04,32,545,2,-1.3899609090531224,3.758349035493098,4,2.3497557979405204,1,1,1,-1.7163035188134086,-3.940045776284619,1,0,3,0
38.0,19.99,689.28,52,560,0,6.418332005259547,2.4442591049198934,5,0.6440991430281998,1,0,1,0.7234838045172342,1.603261279997328,0,0,3,0
37.0,73.03,2674.63,43,759,1,-2.885960733787328,-5.461498265125832,2,-1.0434351741119876,0,0,0,-0.6665767892545541,-3.6720726958994248,1,1,4,1
44.0,101.83,4561.54,39,522,1,2.6191938142558917,2.184677880134733,10,0.2803260497106599,0,1,1,-0.8304120736040216,7.919057031345486,0,1,1,0
20.0,107.4,2111.4,56,649,2,-6.5527308605335906,-2.8477770688548882,9,-4.7176466387808595,4,1,0,-0.4629210713737083,-3.7372040385456757,1,0,3,1
52.0,33.37,1818.1,32,513,3,2.8142536565077965,-1.9670159483173086,6,0.04244954659540279,1,1,1,-0.6323805236354193,-0.09004612091732817,1,0,6,1
49.0,90.36,4549.05,52,438,3,0.44585690176467063,4.518445930392562,3,1.8956590639757138,2,0,1,0.07989504621221273,2.401180164611391,1,0,4,0
43.0,112.96,5045.44,36,598,1,0.26512841132507514,2.08978781278359,7,1.4297970030737222,1,1,1,-0.5174995475923096,1.3998413993286563,1,1,1,0
52.0,63.6,3161.49,54,652,0,-1.5729411174344115,-5.368898225543733,0,0.6488316148698725,3,0,0,0.9306692574328335,1.2695519428446769,0,1,2,0
50.0,86.22,3884.73,40,575,4,-1.2139789437542086,-0.9603425244309819,4,0.327547229705198,1,1,0,-2.6132958791254097,0.12739761873791355,1,1,3,1
58.0,50.58,2923.89,19,526,3,4.994556346030915,5.729536098278474,5,-0.9742200629454368,1,0,1,-0.12917521916715302,-0.9463138242808663,0,0,4,0
56.0,46.43,2587.26,35,491,0,3.1804652881488735,5.886660973502018,8,0.013661034198458655,1,0,0,1.0703443993483932,4.315023701862624,0,0,4,0
8.0,77.46,664.32,42,736,4,1.626244781292189,0.46735332970067056,3,2.5638368471950903,5,1,1,1.1269441022999611,-1.064894242696457,1,1,3,1
43.0,28.87,1192.67,44,686,3,3.3583098357154455,1.0477966900415745,1,3.4599405142308686,0,1,1,-0.13902344763700228,-2.1747906297387183,0,0,5,1
72.0,68.58,4862.67,60,484,1,4.639048389064781,-2.258695464073745,13,4.063941241202811,0,1,0,-0.5860119071492281,4.940124079510738,1,1,7,0
39.0,77.84,3033.55,53,605,1,2.4366028576721983,-2.2436863123034385,8,2.159285293878386,1,0,1,-0.31162212676187273,2.6745524787849733,0,1,2,0
72.0,95.27,6523.65,18,635,1,-6.639162919329645,-2.2557059137529847,8,2.374924110897452,1,1,0,-1.534402067609711,-3.1982801336396087,1,1,4,1
59.0,93.27,6005.92,20,694,1,-6.393102265755276,6.591551920228932,6,4.338662377791791,2,0,0,-0.07069048271408049,-8.49878832114967,1,0,2,0
66.0,19.99,1261.07,40,825,1,-3.2188841686478598,-8.033956762685225,9,0.08226375197279856,4,1,0,2.405985405829733,-8.294392652146989,1,1,1,1
41.0,28.24,1125.2,38,562,1,3.947959016193591,4.46437997015267,7,1.4260143869841477,1,0,1,-0.4205075390307331,1.1293031004801457,0,0,0,0
43.0,94.52,4470.0,36,627,1,3.726845312004597,3.1524287915651135,3,1.5553269317448248,1,1,1,1.280075153644215,4.058816049676698,0,1,6,0
33.0,44.01,1514.95,35,546,0,8.555852957622326,3.096752117376411,0,0.9085038673284446,0,0,1,-1.299664830853009,5.603560384761199,0,0,2,0
59.0,55.9,3439.36,63,524,1,1.7969245324829517,-0.2745788159740387,5,0.42443092562554713,3,0,0,0.6654776935727347,4.855372237758926,0,1,3,0
49.0,98.05,4461.32,44,674,3,-3.759531732589953,1.2681938540048368,2,4.818305641473618,1,0,0,-0.39973008584979985,-3.5136747818224707,1,0,2,0
1.0,130.87,139.99,20,850,1,-2.1867124165626666,1.1100462082886813,3,-1.2676022134308895,3,0,1,0.4720671513221754,-1.7940494275390204,1,0,4,0
